,0,1,2,3,4,5,6
44,NEGATIVO,1529445932118556673,2022-08-08T01:07:04Z,1556446864291102721,pt,3," 
 
lorenzoni  explica   fala   verdade     @jairbolsonaro decretando sigilo   governando   orcamento secreto\n\n#lulaolivioprettoruas\n#debatenabandrs"
45,NEGATIVO,54996524,2022-08-08T01:07:03Z,1556446861350821889,pt,4," 
 
fesso  caixadois
   pode falar   corrupcao @edegarpretto   onyx reu confesso   caixadois
 lorenzon\n#debatenabandrs"
46,POSITIVO,98679784,2022-08-08T01:06:52Z,1556446812671774722,pt,0," 
 
 cunha   confirma     bom   debate \n\n#debatenabandrs #bandjornalismo"
47,CONTEXTO,16045528,2022-08-08T01:06:51Z,1556446811908366342,pt,0," 
 
is
 confesso  pode falar   corrupcao   otimo\n#debatenabandrs"
48,IRONIA,1253763864988135426,2022-08-08T01:06:51Z,1556446809333055488,pt,0," 
 
pretto  barriga cheia     pouco indigesto\n#debatenabandrs"
49,NEGATIVO,1124140833547141121,2022-08-08T01:06:50Z,1556446805306609665,pt,0," 
 
renzoni  caixadois
 confesso   gastou dinheiro cartao corporativo andando   garupa capitao #debatenabandrs"
50,POSITIVO,16655632,2022-08-08T01:06:48Z,1556446797811286017,pt,0," 
 
o governador @edegarpretto enquadrou  caixadois
 confesso onyx lula desenvolveu   brasil   investiu rs     pac bolsonaro   faz nada alem   espalhar odio     lula vai ganhar 1 turno aqui     eleger edegar   @pedroruaspsol #debatenabandrs"
51,NEUTRO,76432124,2022-08-08T01:06:45Z,1556446785459163142,pt,2," 
 
retto pt questiona carlos vieira   cunha pdt sobre privatizacao   ceee\n\nconfira em\n#debatenaband #debatenabandrs "
52,POSITIVO,1532784410461974528,2022-08-08T01:06:44Z,1556446780585287681,pt,13," 
 
esnudando picaretagem   incompetencia desgoverno bolsonarista   bolsonix \n\nnos   solucoes     brasil     rio grande precisa\n\nlula   @edegarpretto farao   verdadeira revolucao   vida   trabalhadores     trabalhadoras\n\n#lulaolivioprettoruas"
53,NEUTRO,1058037270186475521,2022-08-08T01:06:44Z,1556446779008339969,pt,0," 
 
rgunta  argenta\nfala sobre ouvir   rio grande   diz     regioes   emprego     capacitacao pergunta   geracao   empregos argenta diz   gerar empregos   fundamental     precisa ampliar escolas tecnicas atraves sistema #debatenabandrs"
54,POSITIVO,1368604857846890497,2022-08-08T01:06:41Z,1556446765959839745,pt,1," 
 
nador @onyxlorenzoni atropelou  edegar p\n"
55,NEGATIVO,1529445932118556673,2022-08-08T01:06:39Z,1556446759169261569,pt,2," 
 
yxlorenzoni  bolsonaro representam     projeto   destruicao     nacao \n\n#debatenabandrs #lulaolivioprettoruas"
56,CONTEXTO,1355256391888461825,2022-08-08T01:06:38Z,1556446753431363584,und,0," 
 
oleite_ "
57,CONTEXTO,2235596608,2022-08-08T01:06:37Z,1556446749140652032,qme,0," 
 
nabandrs\n\n "
58,CONTEXTO,48511151,2022-08-08T01:06:34Z,1556446740139708416,pt,5," 
 
ixadois
 falando  corrupcao posso     #debatenabandrs"
59,NEGATIVO,116829646,2022-08-08T01:06:34Z,1556446739699322882,pt,79," 
 
go compreender    governo permitiu     servidores   educacao ficassem sete anos   reposicao salarial   deixou estruturas tao precarias\n#lulaolivioprettoruas #debatenabandrs"
60,NEGATIVO,1457469179230097416,2022-08-08T01:06:30Z,1556446722188054528,pt,0," 
 
     governo fez   voltar     patriotismo   difciil defender alguem     fez nada ne #debatenabandrs"
61,NEGATIVO,1507431398810042374,2022-08-08T01:06:18Z,1556446669893521414,pt,0," 
 
   xarope     velho   amor   deus #debatenabandrs"
62,NEUTRO,13257432,2022-08-08T01:06:17Z,1556446665803980800,pt,0," 
 
e  onyx   poupando   agora... #debatenabandrs"
63,CONTEXTO,1193362901102407681,2022-08-08T01:06:14Z,1556446656706527232,pt,0," 
 
ritto @edegarpretto pergunta   "
64,IRONIA,487924045,2022-08-08T01:06:12Z,1556446647940517889,pt,0," 
 
 @twitterlive  ministro @onyxlorenzoni desde criancinha\n#debatenabandrs"
65,POSITIVO,116829646,2022-08-08T01:06:10Z,1556446636519333889,pt,45," 
 
didato vice-governador    @pedroruaspsol fundador trabalhismo   defensor   escola integral   leonel brizola\n#lulaolivioprettoruas #debatenabandrs "
66,POSITIVO,1485965778604249096,2022-08-08T01:06:08Z,1556446630416711682,pt,15," 
 
dato  governo rio grande sul @edegarpretto   sombra   duvidas       qualificado   junto @pedroruaspsol   mestre @oliviodutrareal mostra     real compromisso     povo   estado \n\n#timedaesperanca\n#debatenaband"
67,NEGATIVO,1505917733426413579,2022-08-08T01:06:04Z,1556446614071513088,pt,0," 
 
  gauchos   gauchas       homem deve fazer"" diz onyx reforcando   preconceito homem   bem"" nojo #debatenabandrs"
68,IRONIA,1399723898120421377,2022-08-08T01:06:03Z,1556446608069468160,pt,1," 
 
ixadois
 confesso  pode falar   corrupcao"" edegar pretto #lulaolivioprettoruas #debatenabandrs"
69,NEGATIVO,816323681756598274,2022-08-08T01:06:03Z,1556446606433697794,pt,0," 
 
zoni fala  ""projeto   nacao""     brasil qualquer projeto   passe   650 mil brasileiros mortos   vale pena #debatenabandrs #forabolsonaro"
70,NEGATIVO,1529445932118556673,2022-08-08T01:06:02Z,1556446605728948236,pt,1," 
 
o @edegarpretto  defesa @ptbrasil     colocacao @onyxlorenzoni defensor   @jairbolsonaro      governo   cuja unica familia   cresce   bolsonaro \no caixadois
   explica mamata mec   propina   vacina\n\n#lulaolivioprettoruas\n#debatenabandrs"
71,POSITIVO,234436257,2022-08-08T01:06:00Z,1556446594714800128,pt,0," 
 
olocou   onix lugar dele\n\n#debatenabandrs #lulaolivioprettoruas"
72,NEGATIVO,107416411,2022-08-08T01:05:59Z,1556446590663114752,pt,0," 
 
nabandrs\n\ncandidato pt  fala   lula quebraram   estado   8 anos   falam   vao salvar   estado"
73,CONTEXTO,1256375530514939904,2022-08-08T01:05:57Z,1556446584249978880,pt,0," 
 
gnorancia""   sobre isso\n#debatenabandrs"
74,POSITIVO,2534612104,2022-08-08T01:05:51Z,1556446559344132102,pt,0," 
 
renzoni  voto   onyx "
75,CONTEXTO,76329038,2022-08-08T01:05:51Z,1556446558584987648,pt,5," 
 
a  bolsonaro comecou   terminou neste estado bolsonaro   espalha   odio   corrupcao @edegarpretto #debatenabandrs mostrando     @lulaoficial vamos reconstruir   rio grande     brasil \n\n#lulaolivioprettoruas"
76,NEGATIVO,38809147,2022-08-08T01:05:50Z,1556446555837796352,pt,0," 
 
reb @pdt_nacional @_rodrigoneves_ @vieirapdt sim    rs     pior   colocaram   candidatos lado lado   revezamento   pulpito "
77,NEGATIVO,1474298920662716430,2022-08-08T01:05:50Z,1556446555334447104,pt,0," 
 
nha bolsonarismo tomando  pau petismo #debatenabandrs"
78,NEGATIVO,248023774,2022-08-08T01:05:50Z,1556446554608877569,pt,0," 
 
ixadois
 confesso chupa\n\ndale @edegarpretto"
79,NEGATIVO,35268237,2022-08-08T01:05:49Z,1556446550955548674,pt,31," 
 
pretto demolindo  onyx caixadois
 corrupto confesso   propagador   fake news #lulaolivioprettoruas #debatenaband"
80,NEGATIVO,45842171,2022-08-08T01:05:48Z,1556446544060194816,pt,2," 
 
ixadois
 confesso  pode falar   corrupcao #toin\nesse       governador \n\n#debatenabandrs\n#lulaolivioprettoruas"
81,IRONIA,38676166,2022-08-08T01:05:47Z,1556446542894096385,pt,9," 
 
ado  confessou corrupcao   caixadois
 diz       2 caminhos nessa eleicao lula   bolsonaro\ne   deixa @vieirapdt ta   hora   falar. @cirogomes to   olho\n#debatenabanders"
82,NEUTRO,1313793161169436672,2022-08-08T01:05:47Z,1556446542814478336,pt,0," 
 
ojobim30 @vieirapdt @edegarpretto @lulaoficial @heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro eduardo_leite
  treplica @onyxlorenzoni disse     movidos   escolhas     verdade     favoravel   usei ela"" fala     deve nada   justica   roubaram   brasil   servimos   brasil"" #debatenabandrs"
83,IRONIA,1253763864988135426,2022-08-08T01:05:47Z,1556446542265044992,pt,0," 
 
pretto vai sair dai  ir direto   sobremesa porque   jantou   onix\n#debatenabandrs"
84,NEGATIVO,1547801324326031361,2022-08-08T01:05:47Z,1556446540180373504,pt,0," 
 
pretto bolsonaro  faz obra bolsonaro espalha odio \n\nesse       candidato\n\n#debatenabandrs #debateband #debatenaband"
85,POSITIVO,126091135,2022-08-08T01:05:46Z,1556446539073060865,pt,16," 
 
pretto falou  cara     ai   foge debate   mostra verdadeira ""escolha"" candidato capitao \n\n#lulaolivioprettoruas #debatenabandrs"
86,NEGATIVO,29994116,2022-08-08T01:05:46Z,1556446537386975237,pt,8," 
 
licacao    fizeram   instituto   educacao @vieirapdt   certo     simbolo descaso desse governo   educacao \n#debatenaband"
87,NEGATIVO,101528637,2022-08-08T01:05:42Z,1556446521259851777,pt,0," 
 
oleite_ mentiroso\ncanalha\nquem fez      vc\nmentiroso"
88,CONTEXTO,71307963,2022-08-08T01:05:42Z,1556446520345501696,qme,3," 
 
ivioprettoruas #debatenabandrs "
89,NEGATIVO,879743085747503104,2022-08-08T01:05:41Z,1556446518021849088,pt,0," 
 
a dessa campanha  presidente sendo     debate     governador #debatenabandrs"
90,NEGATIVO,175237071,2022-08-08T01:05:41Z,1556446516939735040,pt,0," 
 
pretto relembra  minion bolsonarista       caixadois
 lambe botas   milico   milicianos segue falando generalidades       projeto     rs"
91,NEGATIVO,2865326772,2022-08-08T01:05:41Z,1556446515203383297,pt,0," 
 
adas tamo mal #debatenabandrs"
92,CONTEXTO,3355799469,2022-08-08T01:05:36Z,1556446496555470850,es,0," 
 
uefontana @edegarpretto servido "
93,CONTEXTO,1154771850,2022-08-08T01:05:35Z,1556446491270647808,pt,0," 
 
erwaldt @heinzeoficial rrrrrancho queimado"
94,CONTEXTO,1584408241,2022-08-08T01:05:35Z,1556446489894961154,pt,0," 
 
i @edegarpretto @ptbrasil @vieirapdt realmente  seigostaria   saber"
95,NEGATIVO,260855200,2022-08-08T01:05:31Z,1556446473147060225,pt,0," 
 
ntiroso nojento #debatenabandrs #lulaolivioprettoruas"
96,NEUTRO,1509136324028243968,2022-08-08T01:05:30Z,1556446469984493568,it,0," 
 
ni sentiu  golpe\n\n#debatenabandrs"
97,POSITIVO,1282334740348129280,2022-08-08T01:05:28Z,1556446461952417793,pt,0," 
 
pretto macetando gostoso #debatenabandrs  pena   suportando   falando    "
98,NEGATIVO,1058037270186475521,2022-08-08T01:05:22Z,1556446434857259013,pt,0," 
 
z      projeto   poder     nacao \n\nque piada #debatenabandrs"
99,POSITIVO,829670097979580417,2022-08-08T01:05:16Z,1556446412350554112,pt,17," 
 
onodebate qualificado climatizou 99  frotas   onibus   cidade   niteroi #debatenabandrs"
100,IRONIA,2597271170,2022-08-08T01:05:15Z,1556446408596721666,pt,0," 
 
a pro rs  todo mundo   verde   amarelo   magicamente tudo   resolve #debatenabandrs"
101,NEGATIVO,1406669291781513217,2022-08-08T01:05:15Z,1556446407070031875,pt,0," 
 
vanhattem @partidonovo30 @ricardojobim30 @pauloganime @viniciuspoit @romeuzema hahaha\no @romeuzema amarelou\naquele q  super aprovacao fugindo   debate\nque piada"
102,NEGATIVO,626085468,2022-08-08T01:05:07Z,1556446374648074241,pt,0," 
 
nergumeno onyx falando   patriotismo deus   livre #debatenabandrs"
103,IRONIA,1331888517564293123,2022-08-08T01:05:07Z,1556446374266372096,pt,0," 
 
overno federal fez    brasil segundo   onx   recuperar o patriotismo o   hitler   #debatenabandrs"
104,NEGATIVO,2235596608,2022-08-08T01:05:06Z,1556446370860605440,pt,0," 
 
renzoni \ne reu confesso caixadois
  ponto\n\n"
105,CONTEXTO,1477411580748967940,2022-08-08T01:05:05Z,1556446366053834753,pt,0," 
 
ixadois
 confesso  pode falar   corrupcao""\nedegar neles #debatenabandrs #edegarnaband"
106,NEGATIVO,167130904,2022-08-08T01:05:04Z,1556446359800225793,pt,0," 
 
dato edegar  fala nada   vai fazer   sim tudo   lula   dilma fizeram... mostra   q   quer fazer homem #debatenabandrs"
107,NEUTRO,13257432,2022-08-08T01:05:00Z,1556446345753403392,pt,2," 
 
.. #debatenabandrs "
108,NEGATIVO,29994116,2022-08-08T01:05:00Z,1556446342989365248,pt,8," 
 
azer  protesto       superavit   arrecadacao   gov atual   investe       12 constitucionais @vieirapdt \n\n#debatenaband"
109,NEGATIVO,816323681756598274,2022-08-08T01:05:00Z,1556446342943211523,pt,0," 
 
renzoni  sindrome   mentiroso compulsivo governo b0ls0naro deixou   rastro   desmantelamento rs     cara   pau   concorrer   piratini #debatenabandrs"
110,NEGATIVO,39305359,2022-08-08T01:04:59Z,1556446339206111236,pt,0," 
 
reto relembra  uso cartao corporativo   fazer motociata   candidato onix #debatenabandrs"
111,NEGATIVO,1479260149755826182,2022-08-08T01:04:57Z,1556446332864405504,pt,0," 
 
renzoni  olhando onyx focado demais falando bolsonaro acredito     povo gaucho   esperando   discurso diferente achando todos candidatos pessimos"
112,IRONIA,78937684,2022-08-08T01:04:56Z,1556446328221310976,pt,5," 
 
gar  acabou   jantar onyx #debatenabandrs #lulaolivioprettoruas"
113,NEGATIVO,1551931962889314305,2022-08-08T01:04:56Z,1556446327709507591,pt,0," 
 
x  mentindo     fica vermelho\nauto estima brasileiro\n@edegarpretto lembra caixadois
   gastos cartao corporativo pre-candidato pl   atual presidente brasil\n\n#debatenabandrs"
114,CONTEXTO,322638086,2022-08-08T01:04:54Z,1556446319954247680,pt,0," 
 
is
 confesso  pode falar   corrupcao diz @edegarpretto     bolsonarista onyx #debatenabandrs"
115,CONTEXTO,1092932876,2022-08-08T01:04:54Z,1556446317727170560,pt,0," 
 
oficial sempre    porto_alegre   grande metropole     precisa   metrotremaeromovel"
116,NEGATIVO,56602974,2022-08-08T01:04:53Z,1556446315344715779,en,0," 
 
lsominion real #debatenabandrs"
117,NEGATIVO,1529445932118556673,2022-08-08T01:04:49Z,1556446300002033664,pt,1," 
 
lorenzoni fala  verdade   apoia   governo     mente @jairbolsonaro   enrola   atacar   @ptbrasil  fala   obras inacabadas""   fez obra   projeto recuperar patriotismo   realizacao   33 milhoes   fome\n#lulaolivioprettoruas\n#debatenabandrs"
118,NEGATIVO,312883567,2022-08-08T01:04:48Z,1556446294813671424,pt,0," 
 
 maluco mane #debatenabandrs"
119,NEGATIVO,126865997,2022-08-08T01:04:45Z,1556446283426037760,pt,0," 
 
oestima  brasileiros nesses ultimos 4 anos sr onyz   grande bostaaaaa #debatenabandrs"
120,NEGATIVO,879743085747503104,2022-08-08T01:04:45Z,1556446282629144577,pt,0," 
 
 governo eduardo eduardo_leite
 virou ofensa #debatenabandrs"
121,IRONIA,76329038,2022-08-08T01:04:44Z,1556446276736147457,pt,12," 
 
tuto flores  cunha   simbolo casuismo desse governo eduardo_leite
   sartori parou obra   decidir privatizar parte espaco @edegarpretto vai terminar obra   trazer todo   instituto   educacao   volta   casa debate   @bandrs agora"
122,CONTEXTO,50496223,2022-08-08T01:04:42Z,1556446270692233217,und,0," 
 
pretto "
123,IRONIA,3982962497,2022-08-08T01:04:42Z,1556446268934742016,pt,0," 
 
ncorre contra  lula     governo estado #debatenabandrs"
124,NEGATIVO,1509136324028243968,2022-08-08T01:04:40Z,1556446261481455616,pt,0," 
 
is
 confesso  pode falar   corrupcao""\n\nchupa   manga @onyxlorenzoni   pelego"
125,NEGATIVO,1119502194485747712,2022-08-08T01:04:40Z,1556446259665313793,pt,0," 
 
is
 confesso  podem falar   corrupcao @edegarpretto coloca @onyxlorenzoni   lugar peleia     sujo     mal lavado"
126,POSITIVO,193392996,2022-08-08T01:04:39Z,1556446257471692807,pt,0," 
 
 confesso""\n\nagora   veio @edegarpretto"
127,NEGATIVO,1028749315211177985,2022-08-08T01:04:36Z,1556446244981116936,pt,0," 
 
 governo miliciano  fez nada @onyxlorenzoni"
128,NEUTRO,1313793161169436672,2022-08-08T01:04:31Z,1556446223724339201,pt,1," 
 
ojobim30 @vieirapdt @edegarpretto @lulaoficial @heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro eduardo_leite
 onyx defende  governo   bolsonaro milhares   pessoas sentem orgulho   pais""\n\nentao @edegarpretto responde caixadois
 confesso   pode falar   corrupcao""\n\n#debatenabandrs"
129,CONTEXTO,57044549,2022-08-08T01:04:27Z,1556446205235924992,pt,104," 
 
ixadois
 confesso  pode falar   corrupcao"" #debatenabandrs"
130,NEGATIVO,304418513,2022-08-08T01:04:27Z,1556446204862648320,pt,0," 
 
pretto mandou real pro onyx caixadois
 confesso #debatenabandrs"
131,IRONIA,237496642,2022-08-08T01:04:26Z,1556446202220236801,pt,0," 
 
yxlorenzoni fornecer fonte  juventude todos gauchos farei campanha\n\no bitcho   67 anos   parece     uns 40 "
132,CONTEXTO,612153535,2022-08-08T01:04:26Z,1556446201431691264,pt,0," 
 
ndrabremm @edegarpretto @ptbrasil @vieirapdt        apoiava   cieps"
133,NEGATIVO,548006128,2022-08-08T01:04:22Z,1556446185191243776,pt,0," 
 
lorenzoni falando  corrupcao kkk

 vai   ferrar"
134,NEGATIVO,1278732683070320641,2022-08-08T01:04:21Z,1556446181798060034,pt,0," 
 
a conversas desse @onyxlorenzoni kkk

    fraco"
135,CONTEXTO,592318935,2022-08-08T01:04:20Z,1556446175645122562,pt,3," 
 
ixadois
 confesso  pode falar   corrupcao""\n-edegar\n#debatenabandrs"
136,NEUTRO,226313286,2022-08-08T01:04:19Z,1556446173673799680,pt,0," 
 
acao representada  candidaturas   onix lorenzoni   cita bolsonaro cada 5 palavras   edegar pretto   fez questao   lembrar lula olivio   outros eduardo_leite
 pode representar   caminho alheio   dualidade   rs     sempre   bom #debatenabandrs"
137,CONTEXTO,753020313043083264,2022-08-08T01:04:19Z,1556446172272885760,pt,0," 
 
ixadois
 confesso  pode falar   corrupcao""\n\npretto pt dale   dedos\n\n#debatenabandrs"
138,POSITIVO,1374743334493773825,2022-08-08T01:04:17Z,1556446165729681408,pt,3," 
 
egarpretto  professores   funcionarios   escolas vao voltar   tratados dignamente     exigido   @cpersoficial   @helenirschurer #debatenabandrs #lulaolivioedegarruas #lulaolivioprettoruas "
139,CONTEXTO,1430339951703494660,2022-08-08T01:04:17Z,1556446164303626242,pt,0," 
 
is
 confesso onyx  pode falar   corrupcao #debatenabandrs"
140,IRONIA,809883120,2022-08-08T01:04:17Z,1556446163678756865,pt,1," 
 
00k pessoas mortas demonstram  patriotismo onyx \n\n#debatenabandrs"
141,IRONIA,978686572441849856,2022-08-08T01:04:12Z,1556446144145903616,pt,0," 
 
abalha  verdade"" admitiu caixadois
     garantido   perdao   entao ministro moro\n#debatenabandrs"
